num_images: 4723695
min_concept_probability: ---
class_label,hex_id,imgs_per_cell,latitude_mean,longitude_mean
0,8747,1370,38.839432108029186,-109.14347992262756
1,365,589,36.14504555687608,102.98971323599338
2,89c6c74,235,39.98461821276593,-75.21640030212768
3,88404,1809,39.39666210779442,-84.51914537810939
4,33ab,1236,9.512472669093858,123.63805865614894
5,47aa4,730,53.59776405068485,14.341415599999998
6,80858065,702,37.79262657122506,-122.39274704273514
7,89c804f,253,39.3166769328063,-76.6139893596838
8,0fc,1125,6.171049580444431,-1.8699280995555516
9,477eb1d1,852,45.43290527112677,12.332145805164286
10,47f4ebc,1055,45.756194414217966,4.822155213270141
11,80c8c5d,1705,36.09727765161294,-115.17397290322567
12,4796c8c,377,48.592959620689676,7.771569623342173
13,48760349,1583,51.50684295830711,-0.07523144914718882
14,478e3c,1700,46.94803049588231,7.440159101176459
15,880fd1,1645,42.0081635094226,-87.67140299088128
16,60004,379,35.07236489973607,135.30530672295504
17,3397c94,784,14.553054933673492,121.01437408801044
18,0d422864,1187,40.42597664953669,-3.7081663445661275
19,4bc,152,50.890105717105236,-55.746262171052635
20,0d1ec4,799,38.7070719236546,-9.423817224030048
21,47b93,818,51.33446771393647,7.335007812958435
22,48454,1227,51.99429160717196,-9.636105026079852
23,89c2f61,961,40.80032189490115,-73.95065060770033
24,129794,1827,39.56640288451014,2.661878761904765
25,54874,1821,50.097021395387166,-122.9834145573863
26,808f7e34,792,37.76137516919194,-122.4082476426765
27,8f5d,849,17.51143758421673,-88.19096968080083
28,8819b,1987,42.954696174131904,-85.68722300301958
29,47d8f,904,51.78550197677,0.5335194944690266
30,865ac,325,30.854356956923063,-98.19589416923078
31,4841,300,49.934510743333384,-6.321294433333336
32,47834,1406,46.623652404694184,10.214545615931721
33,4743,780,46.35334320256411,18.908942712820522
34,54f,1433,45.08582330914165,-123.94909258478698
35,549054,1277,47.2733714737667,-122.45579747454967
36,808fbb4,1914,37.44164625600851,-122.16215960919521
37,94ce574,840,-23.58187612380951,-46.68458063333336
38,47c4b,594,51.41183284848491,3.330281363636366
39,891,1817,33.70275811117232,-78.8035789389101
40,47e63,320,49.12167643124997,2.5902593749999996
41,47817,994,45.582102304828936,10.120768385311882
42,3e5f5c,948,25.274276520042203,55.34525260126577
43,12a4a274,848,41.36765971344344,2.15164157311321
44,54906acc,1628,47.613872331695305,-122.31991161793661
45,40f,1932,45.3541866630434,37.62616026449278
46,87df,1990,38.87670483819093,-90.4085311969848
47,477e9,336,45.17954727380955,12.259441889880959
48,6ad669,1749,-37.86083027387089,144.98494579473956
49,478fb,1310,46.67167290305342,7.812926061068708
50,8085871,558,37.77999480286737,-122.48061222759861
51,4759,1075,43.89368777023251,18.60316534883718
52,80e915,1372,34.42254194314871,-119.71582771355638
53,4741df,363,47.50750724793393,18.997002972451796
54,4659,1683,58.33837765894254,15.828492502673827
55,808f7e04,489,37.7600913885481,-122.4409411574643
56,89c25999,1406,40.73452518634421,-73.9911922688478
57,48766c,1187,51.591813467565366,-0.46250302611625926
58,0d19331,501,38.74234432335329,-9.156290145708569
59,89e3b,1652,42.69431538922505,-71.40135866646486
60,4799b,492,48.763460296748065,9.677394676829243
61,47bd0d,541,50.09931765988921,8.69159132347505
62,47e66e214,402,48.86007946766175,2.340070378109448
63,87fd,650,43.21713187999999,-90.49974006153846
64,5486704,345,49.31892592753626,-123.0657339884059
65,87524,1986,40.6698144627392,-111.65481827744193
66,4652539,1066,55.66791731988746,12.533393984990628
67,882c4,503,43.173459926441375,-80.33903065805166
68,808f7e14,889,37.75637083577055,-122.42830136782912
69,47d89,1163,51.82696314961308,0.16824192949269137
70,883b2d3,1624,42.33176734975381,-83.04723765948285
71,132f61b3,519,41.89455646820813,12.485936616570326
72,89e24,1535,43.08081099218253,-71.48735570423469
73,00997fc,918,-22.94579722222224,-43.1918929760348
74,8884,1265,33.41863760316209,-88.60608130592875
75,0c47c,722,28.407765711911328,-14.020945886426581
76,1347c,1327,41.03359207535811,16.94797404747554
77,60013,1693,34.67680832191387,135.81919523095132
78,54950a0c,743,45.51492225437418,-122.67069164737534
79,8c14,1705,16.4954614656892,-61.83847061583578
80,882b34d7,1210,43.642364548760106,-79.38803087024795
81,47a85c,1226,52.428475403752024,13.252394061990211
82,487604c44,1294,51.50068384157637,-0.12461888948995355
83,89c69,1336,40.15287758757491,-75.50160795733537
84,89d31,1662,42.87297031829124,-78.85370931889274
85,89e43,386,41.887264937823815,-71.7863241398962
86,880e2cb4,1309,41.888961949579816,-87.63252402750183
87,80c294,1936,34.186144447314085,-118.40373503615669
88,34693d4,1334,24.14593056521743,120.67835713043496
89,149f,934,37.392369009635935,23.053611219486058
90,4887c7b,1156,55.94982268166102,-3.2147497837370183
91,0d6dc,824,37.6382858434465,-3.949993350728164
92,91b,1459,-8.267897659355725,-77.04500485400958
93,30e29ec,1968,13.74865905640242,100.54508115599603
94,48791,429,53.55885564102559,-1.0597827692307675
95,151dc,1509,32.82360083830349,35.02409189529488
96,54903,1212,47.632488687293716,-122.56803324422437
97,89c259af,1312,40.749786596036515,-73.9922495121953
98,4652524,773,55.7116694139715,12.549113882276858
99,132eb,940,43.0884905840426,12.35426561276595
100,0d0dd4,1429,36.53043890202941,-6.290504780965706
101,486bc,596,50.720727404362385,-4.739126176174499
102,487ac4,260,53.08607724230773,-2.979363138461538
103,35f0529,1306,39.9046274318528,116.38851725421169
104,486ad,1661,50.14547371402774,-5.498642954244434
105,601844,1706,35.323265824736296,139.57327903223893
106,4d2b,1172,45.08145490358354,-79.703350478669
107,89c2588b,216,40.7769535601852,-73.98035585648144
108,477d,1942,44.84870731256436,13.034793112255363
109,8741,1445,39.23774439861588,-107.03027638754307
110,89c8d,732,40.28590729644805,-76.90574210519115
111,47903,554,47.335312420577566,7.929028781588456
112,8834f23,1261,40.44470747343388,-79.94873845757317
113,808f7e24,1586,37.76670637641865,-122.41948487704911
114,882b33,1362,43.709133873715054,-79.41192753083689
115,aa6f,1533,-42.848713415525104,147.18439217743017
116,0d2f5,610,42.34496965245898,-8.886208601639359
117,6b12ae1,1580,-33.877827345569656,151.21637723544336
